"","cId","MOI","Strain","Time","E1","E2","NS1","NS2","Actual.Time"
"23","Vero.0.0.351.14","0.001","VR1838",0,94.3222748815166,77.5840336134454,88.7203791469194,64.9096638655462,12
"24","Vero.0.0.367.34","0.001","VR1838",0,91.2692307692308,36.6807142857143,67.4153846153846,33.8607142857143,12
"25","Vero.0.0.367.57","0.001","VR1838",0,96.7611940298507,42.5480386583286,54.7014925373134,20.7924957362138,12
"26","Vero.0.0.398.10","0.001","VR1838",0,68.8103448275862,21.089696969697,41.7241379310345,9.57515151515151,12
"27","Vero.0.0.415.1","0.001","VR1838",0,132.452054794521,75.2397849462366,63.8876712328767,41.1655913978495,12
"28","Vero.0.0.418.14","0.001","VR1838",0,84.6813186813187,39.8172268907563,68.956043956044,45.0896358543417,12
"29","Vero.0.0.418.32","0.001","VR1838",0,82.8057971014493,33.4043746494672,144.234782608696,62.3931575995513,12
"30","Vero.0.0.45.34","0.001","VR1838",0,105.760869565217,28.4117647058824,85.5,20.9256965944272,12
"31","Vero.0.0.458.23","0.001","VR1838",0,122.63358778626,74.1257440476191,154.06106870229,85.6324404761905,12
"32","Vero.0.0.51.28","0.001","VR1838",0,129.807692307692,104.024916943522,53.0384615384615,40.3953488372093,12
"33","Vero.0.0.517.5","0.001","VR1838",0,34.025641025641,8.58299180327869,43.2307692307692,11.25,12
"34","Vero.0.0.6.28","0.001","VR1838",0,107.950819672131,57.0155479711794,43.9016393442623,24.551763367463,12
"35","Vero.0.0.64.21","0.001","VR1838",0,74.2105263157895,44.2450266860747,61.6526315789474,30.1494420184377,12
"36","Vero.0.0.80.46","0.001","VR1838",0,243.96,179.886289190454,181.54,175.153018249883,12
"37","Vero.0.0.96.68","0.001","VR1838",0,156.513944223108,34.9311023622047,115.362549800797,27.0600393700787,12
"38","Vero.0.0.98.60","0.001","VR1838",0,88.0285714285714,63.0443037974684,189.971428571429,86.3924050632911,12
"39","Vero.0.0.0.45","0.001","VR1838",1,436.9,376.455242966752,389.196296296296,330.260869565217,24
"40","Vero.0.0.101.20","0.001","VR1838",1,254.045289855072,107.667798913043,104.025362318841,40.7330163043478,24
"41","Vero.0.0.103.50","0.001","VR1838",1,44.7920792079208,4.66614664586583,115.716171617162,20.3252730109204,24
"42","Vero.0.0.106.57","0.001","VR1838",1,316.557692307692,850.721893491124,172.525641025641,954.339644970414,24
"43","Vero.0.0.108.5","0.001","VR1838",1,160.316279069767,32.6339066339066,155.720930232558,29.4262899262899,24
"44","Vero.0.0.110.40","0.001","VR1838",1,679.909090909091,757.008552229688,507.041602465331,533.466096518021,24
"45","Vero.0.0.116.14","0.001","VR1838",1,55.5822784810127,3.37209302325581,42.5569620253165,4.8233665559247,24
"46","Vero.0.0.12.16","0.001","VR1838",1,516.827338129496,554.876240900066,316.714628297362,383.95168762409,24
"47","Vero.0.0.122.46","0.001","VR1838",1,266.048951048951,397.996495838809,160.181818181818,225.869031975471,24
"48","Vero.0.0.125.11","0.001","VR1838",1,247.988833746898,296.810265039966,159.374689826303,183.848127892301,24
"49","Vero.0.0.125.14","0.001","VR1838",1,209.430543572045,434.325623858795,343.509059534081,595.180462568472,24
"50","Vero.0.0.125.28","0.001","VR1838",1,100.238888888889,326.713938411669,111.9,269.348055105348,24
"51","Vero.0.0.128.27","0.001","VR1838",1,353.21875,51.7741935483871,242.364583333333,32.4410669975186,24
"52","Vero.0.0.132.57","0.001","VR1838",1,91.2,65.7350272232305,80.0545454545454,70.4042649727768,24
"53","Vero.0.0.132.62","0.001","VR1838",1,833.260947274352,572.041278708876,951.53708668454,672.558659217877,24
"54","Vero.0.0.134.26","0.001","VR1838",1,201.670281995662,24.756914893617,207.054229934924,24.1079787234043,24
"55","Vero.0.0.134.47","0.001","VR1838",1,107.67845659164,18.0007561436673,165.990353697749,30.8313799621928,24
"56","Vero.0.0.134.54","0.001","VR1838",1,198.255800464037,509.247288135593,218.690835266821,362.369152542373,24
"57","Vero.0.0.135.47","0.001","VR1838",1,94.804347826087,8.00305810397554,106.231884057971,13.7419724770642,24
"58","Vero.0.0.137.21","0.001","VR1838",1,77.4666666666667,53.6133682830931,81.625,41.6179554390564,24
"59","Vero.0.0.138.16","0.001","VR1838",1,79.0322580645161,42.0276134122288,68.6451612903226,34.8290598290598,24
"60","Vero.0.0.14.33","0.001","VR1838",1,437.352490421456,48.9586964759379,440.88122605364,52.6430466085638,24
"61","Vero.0.0.150.43","0.001","VR1838",1,83.5901639344262,35.2158203125,150.180327868852,77.8505859375,24
"62","Vero.0.0.152.60","0.001","VR1838",1,545.66307277628,140.594042553191,432.250673854447,100.746808510638,24
"63","Vero.0.0.153.16","0.001","VR1838",1,858.237037037037,218.078899082569,219.451851851852,72.6415902140673,24
"64","Vero.0.0.154.43","0.001","VR1838",1,333.449101796407,55.1894964807796,339.305389221557,60.875473741202,24
"65","Vero.0.0.155.41","0.001","VR1838",1,235.579617834395,50.9877724614567,266.43949044586,61.7527910685805,24
"66","Vero.0.0.156.16","0.001","VR1838",1,113.186991869919,138.816377171216,105.211382113821,119.210918114144,24
"67","Vero.0.0.158.24","0.001","VR1838",1,780.875476493011,385.735682819383,787.888182973316,455.822809593735,24
"68","Vero.0.0.159.73","0.001","VR1838",1,109.737704918033,44.7608932461874,121.172131147541,52.6606753812636,24
"69","Vero.0.0.161.47","0.001","VR1838",1,428.978571428571,194.715919085312,245.492857142857,120.876868953386,24
"70","Vero.0.0.162.68","0.001","VR1838",1,62.2513661202186,29.1646447140381,67.6666666666667,27.1877527440786,24
"71","Vero.0.0.163.60","0.001","VR1838",1,803.569546120059,493.992254066615,538.758418740849,343.829202168861,24
"72","Vero.0.0.164.40","0.001","VR1838",1,419.725,80.94783377542,348.008333333333,83.6551724137931,24
"73","Vero.0.0.166.72","0.001","VR1838",1,98.0978723404255,83.3010452961672,110.174468085106,92.4668989547038,24
"74","Vero.0.0.168.11","0.001","VR1838",1,312.876832844575,169.088132198297,178.052785923754,96.3915873810716,24
"75","Vero.0.0.169.44","0.001","VR1838",1,614.1,455.584803256445,596.879545454545,456.155585707825,24
"76","Vero.0.0.180.50","0.001","VR1838",1,198.101748807631,51.2549830763445,233.508744038156,66.2967280932681,24
"77","Vero.0.0.187.40","0.001","VR1838",1,110.836134453782,90.073732718894,85.2058823529412,79.2937788018433,24
"78","Vero.0.0.187.63","0.001","VR1838",1,131.189393939394,22.752915047196,112.545454545455,21.5002776235425,24
"79","Vero.0.0.190.22","0.001","VR1838",1,140.271341463415,34.6815801999048,148.185975609756,37.0052356020942,24
"80","Vero.0.0.191.50","0.001","VR1838",1,171.702247191011,37.1693516699411,212.191011235955,55.8612966601179,24
"81","Vero.0.0.193.1","0.001","VR1838",1,110.288372093023,15.3591489361702,189.446511627907,24.2676595744681,24
"82","Vero.0.0.193.27","0.001","VR1838",1,220.434034416826,46.5144927536232,233.481835564054,50.4633655394525,24
"83","Vero.0.0.195.47","0.001","VR1838",1,355.575971731449,42.2080902372618,251.395759717314,32.5134189031505,24
"84","Vero.0.0.20.21","0.001","VR1838",1,508.621794871795,212.870843000773,297.217948717949,164.236658932715,24
"85","Vero.0.0.200.37","0.001","VR1838",1,181.719879518072,132.202263779528,186.344879518072,142.843996062992,24
"86","Vero.0.0.205.11","0.001","VR1838",1,313.847826086957,28.1302949061662,211.79347826087,21.055764075067,24
"87","Vero.0.0.207.54","0.001","VR1838",1,39.3473053892216,7.76253750535791,64.5748502994012,7.96013716245178,24
"88","Vero.0.0.210.11","0.001","VR1838",1,481.551282051282,192.93157564344,231.115384615385,69.5655994978029,24
"89","Vero.0.0.210.40","0.001","VR1838",1,660.25,1222.32051282051,516.290404040404,814.037393162393,24
"90","Vero.0.0.212.19","0.001","VR1838",1,77.6373626373626,128.912195121951,123.087912087912,145.373170731707,24
"91","Vero.0.0.216.54","0.001","VR1838",1,285.327759197324,148.17202970297,200.384615384615,116.074257425743,24
"92","Vero.0.0.217.21","0.001","VR1838",1,422.687565308255,823.414500183083,292.377220480669,490.122299523984,24
"93","Vero.0.0.217.54","0.001","VR1838",1,49.3382352941176,5.75264394829612,92.7058823529412,10.3213866039953,24
"94","Vero.0.0.220.50","0.001","VR1838",1,346.509277667329,330.384217067109,362.770377733598,349.671913835957,24
"95","Vero.0.0.221.13","0.001","VR1838",1,149.946735395189,106.145515444734,77.3316151202749,44.7997767026424,24
"96","Vero.0.0.223.48","0.001","VR1838",1,352.246823956443,201.093522422384,336.716878402904,178.992334227673,24
"97","Vero.0.0.224.26","0.001","VR1838",1,345.493421052632,397.714285714286,330.958333333333,319.97990500548,24
"98","Vero.0.0.226.63","0.001","VR1838",1,219.519704433498,171.278225806452,196.492610837438,137.628584229391,24
"99","Vero.0.0.227.40","0.001","VR1838",1,678.79347826087,213.832041343669,428.326086956522,133.510335917313,24
"100","Vero.0.0.229.14","0.001","VR1838",1,395.655705996132,773.085558426644,296.111218568665,583.064025265576,24
"101","Vero.0.0.231.46","0.001","VR1838",1,143.77380952381,12.84495488105,116.309523809524,9.85233798195242,24
"102","Vero.0.0.239.1","0.001","VR1838",1,543.234636871508,296.360014487505,656.608938547486,335.42665700833,24
"103","Vero.0.0.241.47","0.001","VR1838",1,170.138613861386,23.3021148036254,143.831683168317,20.7905337361531,24
"104","Vero.0.0.241.71","0.001","VR1838",1,879.746001881468,620.589558232932,542.914393226717,403.040562248996,24
"105","Vero.0.0.243.12","0.001","VR1838",1,305.423013245033,342.117052023121,151.620860927152,162.47073699422,24
"106","Vero.0.0.243.26","0.001","VR1838",1,83.3520179372197,71.8909606809891,171.645739910314,115.914876368058,24
"107","Vero.0.0.244.21","0.001","VR1838",1,150.769230769231,100.923477355544,110.436813186813,61.8813118167621,24
"108","Vero.0.0.245.20","0.001","VR1838",1,401.005263157895,182.508903467666,151.984210526316,61.3664479850047,24
"109","Vero.0.0.256.68","0.001","VR1838",1,126.219607843137,43.9197969543147,197.807843137255,78.7847715736041,24
"110","Vero.0.0.260.57","0.001","VR1838",1,107.072222222222,70.0561192136969,153.566666666667,105.115409004439,24
"111","Vero.0.0.261.72","0.001","VR1838",1,380.709764918626,370.296823138928,602.317359855335,665.742057847321,24
"112","Vero.0.0.263.18","0.001","VR1838",1,466.322893363162,351.698335246843,331.762863534676,232.563145809414,24
"113","Vero.0.0.268.42","0.001","VR1838",1,133.825,56.7620396600567,116.7625,60.7969782813975,24
"114","Vero.0.0.27.42","0.001","VR1838",1,416.937269372694,67.1167211167211,450.60516605166,82.2426492426492,24
"115","Vero.0.0.27.64","0.001","VR1838",1,195.763406940063,314.784109149278,232.432176656151,298.227126805778,24
"116","Vero.0.0.271.57","0.001","VR1838",1,826.622176591376,359.125202593193,714.737166324435,319.896272285251,24
"117","Vero.0.0.272.1","0.001","VR1838",1,343.827439886846,227.160339107999,417.086280056577,267.125691116845,24
"118","Vero.0.0.278.48","0.001","VR1838",1,150.108108108108,111.125846501129,158.663390663391,109.089729119639,24
"119","Vero.0.0.279.8","0.001","VR1838",1,1007.5,246.616257088847,293.167857142857,85.7708884688091,24
"120","Vero.0.0.28.47","0.001","VR1838",1,763.690576652602,768.989252127183,480.704641350211,569.20644872369,24
"121","Vero.0.0.281.68","0.001","VR1838",1,218.975700934579,136.63179916318,239.446728971963,149.008368200837,24
"122","Vero.0.0.282.1","0.001","VR1838",1,161.588699080158,576.174440894569,198.173455978975,514.697124600639,24
"123","Vero.0.0.282.18","0.001","VR1838",1,123.828025477707,68.1840633737185,106,55.5461323392358,24
"124","Vero.0.0.282.47","0.001","VR1838",1,720.339331619537,418.263993948563,558.470437017995,383.474281391831,24
"125","Vero.0.0.286.1","0.001","VR1838",1,200.933035714286,34,189.0625,31.9259121370067,24
"126","Vero.0.0.286.39","0.001","VR1838",1,80.0232558139535,69.3335755813954,113.720930232558,71.3851744186046,24
"127","Vero.0.0.288.10","0.001","VR1838",1,278.419540229885,484.955998624957,233.91091954023,326.466827088347,24
"128","Vero.0.0.289.46","0.001","VR1838",1,79.8666666666667,15.3172839506173,51.9333333333333,10.6271604938272,24
"129","Vero.0.0.29.16","0.001","VR1838",1,432.873727087576,431.164685908319,139.195519348269,126.460950764007,24
"130","Vero.0.0.292.24","0.001","VR1838",1,103.14880952381,144.320021299255,261.037698412698,230.101171458999,24
"131","Vero.0.0.292.54","0.001","VR1838",1,151.137254901961,14.7683799609629,101.460784313725,11.0338321405335,24
"132","Vero.0.0.295.19","0.001","VR1838",1,652.317757009346,654.450717703349,508.750778816199,480.104306220096,24
"133","Vero.0.0.298.35","0.001","VR1838",1,290.722109533469,314.263024142313,568.068965517241,537.818932655654,24
"134","Vero.0.0.3.12","0.001","VR1838",1,147.067796610169,484.997273346967,52.9322033898305,170.976823449216,24
"135","Vero.0.0.3.14","0.001","VR1838",1,128.90625,107.535337124289,99.9453125,69.2761982128351,24
"136","Vero.0.0.3.33","0.001","VR1838",1,708.335195530726,415.712784160352,516.525937749401,329.362503055488,24
"137","Vero.0.0.3.69","0.001","VR1838",1,329.833082706767,218.524161455372,352.145864661654,224.985787379193,24
"138","Vero.0.0.303.12","0.001","VR1838",1,237.907692307692,27.6744186046512,302.269230769231,25.4579971523493,24
"139","Vero.0.0.303.71","0.001","VR1838",1,489.885808580858,584.859380206598,301.69702970297,359.13695434855,24
"140","Vero.0.0.305.47","0.001","VR1838",1,360.698947368421,184.799778761062,311.286315789474,174.517699115044,24
"141","Vero.0.0.308.38","0.001","VR1838",1,429.679542203147,277.97011027278,284.35765379113,206.731572838073,24
"142","Vero.0.0.310.19","0.001","VR1838",1,352.266094420601,76.4622317596566,312.283261802575,74.4270386266094,24
"143","Vero.0.0.312.16","0.001","VR1838",1,213.93,83.7037037037037,91.04,53.8690476190476,24
"144","Vero.0.0.315.57","0.001","VR1838",1,667.041904761905,554.682164328657,456.062857142857,402.024448897796,24
"145","Vero.0.0.317.16","0.001","VR1838",1,134.256944444444,85.3577163247101,130.729166666667,77.5628902765388,24
"146","Vero.0.0.322.46","0.001","VR1838",1,249.274509803922,308.035616438356,160.774509803922,178.320547945205,24
"147","Vero.0.0.323.74","0.001","VR1838",1,567.929487179487,192.039755351682,389.285256410256,148.751681957187,24
"148","Vero.0.0.325.22","0.001","VR1838",1,298.920529801325,143.644155844156,284.649006622517,120.419480519481,24
"149","Vero.0.0.325.47","0.001","VR1838",1,305.840182648402,86.6165745856354,207.004566210046,57.1734806629834,24
"150","Vero.0.0.328.22","0.001","VR1838",1,183.091588785047,178.926308032424,171.63738317757,144.712601326455,24
"151","Vero.0.0.329.41","0.001","VR1838",1,834.499029126214,673.798983625071,456.673300970874,369.265669113495,24
"152","Vero.0.0.33.26","0.001","VR1838",1,392.69918699187,147.062068965517,375.607046070461,123.119448275862,24
"153","Vero.0.0.330.38","0.001","VR1838",1,317.318584070796,82.8953823953824,229.681415929204,69.1915584415584,24
"154","Vero.0.0.334.19","0.001","VR1838",1,144.673913043478,19.3068315665489,139.391304347826,15.1448763250883,24
"155","Vero.0.0.339.62","0.001","VR1838",1,847.951612903226,271.950259067358,661.138709677419,255.49378238342,24
"156","Vero.0.0.34.44","0.001","VR1838",1,132.984375,24.2345085470085,186.05078125,37.625,24
"157","Vero.0.0.341.20","0.001","VR1838",1,184.878048780488,290.8217928073,96.0609756097561,134.461621041331,24
"158","Vero.0.0.344.22","0.001","VR1838",1,204.091334894614,58.9216772151899,196.098360655738,61.1056170886076,24
"159","Vero.0.0.346.23","0.001","VR1838",1,436.621794871795,301.308300395257,148.929487179487,109.814229249012,24
"160","Vero.0.0.356.46","0.001","VR1838",1,159.380434782609,27.3841463414634,109.25,20.0679442508711,24
"161","Vero.0.0.361.67","0.001","VR1838",1,136.800498753117,31.0701650943396,152.379052369077,33.5418632075472,24
"162","Vero.0.0.363.62","0.001","VR1838",1,307.688288288288,242.404673590504,310.344144144144,240.269287833828,24
"163","Vero.0.0.366.16","0.001","VR1838",1,108.691823899371,72.021327014218,120.562893081761,69.7255924170616,24
"164","Vero.0.0.369.47","0.001","VR1838",1,674.949579831933,182.511264367816,454.558823529412,118.887816091954,24
"165","Vero.0.0.369.5","0.001","VR1838",1,874.449418604651,674.229662423907,494.338372093023,385.772827891533,24
"166","Vero.0.0.381.62","0.001","VR1838",1,345.272331154684,199.813600983204,335.769063180828,191.017615731258,24
"167","Vero.0.0.387.21","0.001","VR1838",1,179.685714285714,45.2664458116422,124.404081632653,28.1202082347373,24
"168","Vero.0.0.387.73","0.001","VR1838",1,192.315098468271,73.6819813352477,225.62363238512,88.9210337401292,24
"169","Vero.0.0.388.11","0.001","VR1838",1,235.341549295775,112.617214532872,129.042253521127,63.9982698961938,24
"170","Vero.0.0.389.41","0.001","VR1838",1,783.745925925926,636.321872410936,620.985925925926,506.46685998343,24
"171","Vero.0.0.393.47","0.001","VR1838",1,208.088785046729,45.8454376163873,202.028037383178,51.0288640595903,24
"172","Vero.0.0.40.44","0.001","VR1838",1,27.6495726495727,42.710597826087,50.1880341880342,46.2970448369565,24
"173","Vero.0.0.410.15","0.001","VR1838",1,246.409090909091,231.174603174603,280.545454545455,208.807936507937,24
"174","Vero.0.0.410.20","0.001","VR1838",1,232.529051987768,34.4479012345679,255.394495412844,43.3027160493827,24
"175","Vero.0.0.414.41","0.001","VR1838",1,793.688800354139,735.972403411942,453.07171314741,427.29202207727,24
"176","Vero.0.0.416.47","0.001","VR1838",1,125.786363636364,58.9640718562874,161.918181818182,68.7715996578272,24
"177","Vero.0.0.418.46","0.001","VR1838",1,276.434782608696,46.1922596754057,328.304347826087,59.6579275905119,24
"178","Vero.0.0.418.72","0.001","VR1838",1,134.370622568093,93.9250871080139,256.080739299611,192.654471544715,24
"179","Vero.0.0.42.52","0.001","VR1838",1,294.887665198238,392.279685560612,212.828193832599,255.398427803062,24
"180","Vero.0.0.423.72","0.001","VR1838",1,206.93724420191,150.714765100671,155.654843110505,115.742729306488,24
"181","Vero.0.0.427.35","0.001","VR1838",1,182.246205733558,222.356115107914,389.397976391231,257.524730215827,24
"182","Vero.0.0.428.16","0.001","VR1838",1,44.4523809523809,26.5748855461086,40.5476190476191,21.8986265533028,24
"183","Vero.0.0.43.46","0.001","VR1838",1,33.3661971830986,3.18950781019747,71.4788732394366,8.30209254347185,24
"184","Vero.0.0.439.46","0.001","VR1838",1,940.471571906354,512.182914572864,705.85618729097,389.102512562814,24
"185","Vero.0.0.440.47","0.001","VR1838",1,104.543689320388,28.078501338091,156.660194174757,35.942908117752,24
"186","Vero.0.0.441.41","0.001","VR1838",1,429.538641686183,192.663716814159,355.777517564403,159.254670599803,24
"187","Vero.0.0.446.20","0.001","VR1838",1,403.323340471092,400.490776970374,164.745182012848,142.803242034656,24
"188","Vero.0.0.45.43","0.001","VR1838",1,55.6666666666667,44.6284127718649,79.6315789473684,43.7126330402591,24
"189","Vero.0.0.450.42","0.001","VR1838",1,192.910447761194,115.642441860465,177.358208955224,98.4375,24
"190","Vero.0.0.451.42","0.001","VR1838",1,129.304761904762,122.988322717622,111.3,101.515923566879,24
"191","Vero.0.0.455.47","0.001","VR1838",1,123.563758389262,224.391583869082,300.286353467562,310.066627703098,24
"192","Vero.0.0.459.48","0.001","VR1838",1,192.136094674556,52.4137734775185,206.94674556213,61.6738759248719,24
"193","Vero.0.0.46.21","0.001","VR1838",1,552.000664010624,692.05587808418,383.083001328021,436.387880986938,24
"194","Vero.0.0.464.42","0.001","VR1838",1,87.5806451612903,2.73903966597077,40.1827956989247,1.64787752261656,24
"195","Vero.0.0.47.11","0.001","VR1838",1,390.772727272727,618.46318537859,211.814393939394,354.274673629243,24
"196","Vero.0.0.47.27","0.001","VR1838",1,515.036979969183,300.413760603205,576.571648690293,303.812126924285,24
"197","Vero.0.0.498.42","0.001","VR1838",1,129.658959537572,47.5245494095712,73.2543352601156,23.8340584213797,24
"198","Vero.0.0.498.74","0.001","VR1838",1,697.774954627949,559.082684824903,581.023593466425,448.887159533074,24
"199","Vero.0.0.5.24","0.001","VR1838",1,153.956386292835,220.607638888889,146.523364485981,194.288966049383,24
"200","Vero.0.0.5.57","0.001","VR1838",1,248.113475177305,427.636597938144,669.283687943262,537.112757731959,24
"201","Vero.0.0.507.45","0.001","VR1838",1,133.069526627219,117.018089725036,129.91124260355,112.858900144718,24
"202","Vero.0.0.507.73","0.001","VR1838",1,138.148148148148,197.527462121212,118.496296296296,189.973484848485,24
"203","Vero.0.0.510.47","0.001","VR1838",1,253.913385826772,44.024504084014,126.503937007874,22.2882147024504,24
"204","Vero.0.0.55.1","0.001","VR1838",1,97.8636363636364,87.4208721215091,150.883116883117,106.499755022048,24
"205","Vero.0.0.566.42","0.001","VR1838",1,619.229096989967,393.454635108481,505.709030100334,344.216469428008,24
"206","Vero.0.0.573.40","0.001","VR1838",1,347.604779411765,260.156532988357,250.884191176471,187.283311772316,24
"207","Vero.0.0.582.42","0.001","VR1838",1,146.905882352941,145.979123173278,126.8,122.991649269311,24
"208","Vero.0.0.587.42","0.001","VR1838",1,48.5769230769231,10.5256544502618,53.9615384615385,16.0198952879581,24
"209","Vero.0.0.59.46","0.001","VR1838",1,85.9452054794521,45.8609785202864,101.908675799087,66.5662291169451,24
"210","Vero.0.0.599.42","0.001","VR1838",1,109.790322580645,179.628806584362,145.241935483871,164.366255144033,24
"211","Vero.0.0.6.14","0.001","VR1838",1,48.125,15.0310218978102,44.5208333333333,11.0255474452555,24
"212","Vero.0.0.609.47","0.001","VR1838",1,30.647619047619,10.8492871690428,85.3333333333333,35.2403258655804,24
"213","Vero.0.0.62.43","0.001","VR1838",1,167.524,560.582203389831,143.888,550.26186440678,24
"214","Vero.0.0.620.42","0.001","VR1838",1,71.9647058823529,4.87211093990755,48.3176470588235,3.91371340523883,24
"215","Vero.0.0.63.0","0.001","VR1838",1,139.509316770186,203.156436890148,143.566770186335,170.184135977337,24
"216","Vero.0.0.66.46","0.001","VR1838",1,633.578833693305,281.749079189687,634.950323974082,301.978821362799,24
"217","Vero.0.0.66.47","0.001","VR1838",1,212.950310559006,162.994652406417,171.708074534161,119.775401069519,24
"218","Vero.0.0.68.22","0.001","VR1838",1,179.910179640719,174.061023622047,155.718562874251,134.300688976378,24
"219","Vero.0.0.68.62","0.001","VR1838",1,143.076219512195,66.9680709534368,198.259146341463,84.6966740576497,24
"220","Vero.0.0.70.47","0.001","VR1838",1,329.084249084249,58.322869955157,253.062271062271,40.1340308918784,24
"221","Vero.0.0.70.52","0.001","VR1838",1,155.291262135922,31.9813999021047,81.9708737864078,21.9148311306902,24
"222","Vero.0.0.71.50","0.001","VR1838",1,110.189223057644,145.59561891516,217.672932330827,262.027468706537,24
"223","Vero.0.0.71.73","0.001","VR1838",1,90.9166666666667,15.2450793650794,63.03125,14.1206349206349,24
"224","Vero.0.0.73.14","0.001","VR1838",1,89.9908256880734,30.0761179828735,75.6880733944954,27.6422454804948,24
"225","Vero.0.0.78.4","0.001","VR1838",1,155.107826086957,146.178618421053,130.601739130435,122.954934210526,24
"226","Vero.0.0.79.33","0.001","VR1838",1,49.6031746031746,7.16999002991027,80.8095238095238,9.0209371884347,24
"227","Vero.0.0.86.11","0.001","VR1838",1,255.438502673797,77.3380042462845,185.853832442068,60.0658174097665,24
"228","Vero.0.0.9.36","0.001","VR1838",1,392.433397683398,163.760700019022,295.726833976834,114.023016929808,24
"229","Vero.0.0.92.1","0.001","VR1838",1,134.527536231884,25.2292609351433,243.504347826087,48.0592006033183,24
"230","Vero.0.0.94.10","0.001","VR1838",1,144.614814814815,22.582944703531,117.844444444444,18.3204530313125,24
"231","Vero.0.0.95.68","0.001","VR1838",1,289.817073170732,108.888636363636,254.951219512195,103.014772727273,24
"232","Vero.0.0.96.14","0.001","VR1838",1,638.261029411765,902.733700642792,387.139705882353,504.063360881543,24
"233","Vero.0.0.96.47","0.001","VR1838",1,80.0865384615385,7.23068432671082,79.6057692307692,9.30537159676233,24
"234","Vero.0.0.0.37","0.001","VR1838",2,39.5679012345679,8.5385101010101,40.7530864197531,6.06281565656566,32
"235","Vero.0.0.0.38","0.001","VR1838",2,330.939330543933,178.854944428612,134.725941422594,95.2730122542035,32
"236","Vero.0.0.0.4","0.001","VR1838",2,238.050092764378,204.095343303875,146.849721706865,92.3895309313392,32
"237","Vero.0.0.0.59","0.001","VR1838",2,464.590296495957,196.334568733154,393.288409703504,145.813342318059,32
"238","Vero.0.0.0.61","0.001","VR1838",2,358.457920792079,381.106856943961,183.45297029703,195.665158371041,32
"239","Vero.0.0.1.12","0.001","VR1838",2,372.268292682927,89.9933035714286,183.089430894309,61.9674107142857,32
"240","Vero.0.0.1.41","0.001","VR1838",2,571.02868852459,603.684656084656,268.635245901639,293.085714285714,32
"241","Vero.0.0.1.53","0.001","VR1838",2,201.204398447607,29.7985623264173,95.764553686934,12.0821761150139,32
"242","Vero.0.0.1.72","0.001","VR1838",2,322.347058823529,41.1341048332199,165.791176470588,24.4962559564329,32
"243","Vero.0.0.10.12","0.001","VR1838",2,965.275362318841,319.684301654483,220.39751552795,94.75182762601,32
"244","Vero.0.0.10.33","0.001","VR1838",2,306.875796178344,106.09590666403,245.394904458599,90.5275855250148,32
